,"('114',)","('174',)","('3', '19')","('11',)","('1',)","('192', '6')","('102', '195')","('265', '104')","('45', '45')","('33', '195')","('5', '102')","('43', '3')","('102', '142')","('54', '309')","('168', '4')","('78', '125')","('33', '33')","('146', '175')","('265', '265')","('292',)","('142', '3')","('102', '102')","('3', '5')","('43', '265')","('102', '168')","('3', '45')","('163', '146')","('3', '91')","('142', '142')","('192', '3')","('3', '78')","('43', '168')","('78', '265')","('311',)","('240', '196')","('142', '102')","('5', '197')","('118',)","('309', '54')","('3', '140')","('142', '146')","('243',)","('197', '3')","('331',)","('268',)","('43', '43')","('104',)","('3', '175')","('146', '163')","('309', '3')","('307',)","('102', '309')","('168', '3')","('146', '3')","('200',)","('240', '240')","('104', '175')","('57',)","('119',)","('221',)","('309', '102')","('125', '125')","('162', '114')","('5', '195')","('146', '78')","('168', '168')","('4', '240')","('3', '54')","('146', '168')","('4', '78')","('301',)","('168', '146')","('6', '221')","('45', '3')","('195', '5')","('340',)","('114', '114')","('39',)","('4', '13')","('146', '146')","('102', '265')","('195', '78')","('240', '4')","('142', '104')","('3', '3')","('174', '174')","('295',)","('168', '43')","('19',)","('19', '19')","('265', '175')","('175', '175')","('142', '265')","('4', '4')","('196', '78')","('309', '309')","('120', '6')","('172',)","('63', '6')","('45',)","('3', '168')","('5',)","('91', '5')","('242',)","('220',)","('140', '78')","('104', '3')","('142', '119')","('91',)","('3', '146')","('91', '91')","('78',)","('27',)","('10',)","('13',)","('6', '5')","('140', '140')","('3', '4')","('192',)","('6', '91')","('140',)","('300',)","('78', '196')","('13', '78')","('6', '78')","('3', '43')","('3', '197')","('13', '13')","('64',)","('195', '6')","('175',)","('6', '192')","('168', '265')","('240', '265')","('66',)","('146', '142')","('175', '3')","('3', '309')","('146', '265')","('4', '3')","('196', '196')","('258',)","('265', '240')","('301', '301')","('3', '6')","('132',)","('265', '78')","('37',)","('175', '142')","('195', '3')","('196',)","('183',)","('265', '102')","('78', '240')","('195', '195')","('78', '78')","('4', '168')","('5', '221')","('175', '146')","('91', '6')","('78', '13')","('78', '102')","('195', '85')","('3', '195')","('163',)","('158',)","('78', '140')","('3', '142')","('63',)","('3', '265')","('192', '192')","('140', '3')","('6', '6')","('206',)","('91', '3')","('19', '3')","('162',)","('91', '195')","('240',)","('104', '142')","('114', '162')","('308',)","('60',)","('104', '265')","('33',)","('85',)","('119', '142')","('6', '3')","('65',)","('102',)","('168',)","('119', '265')","('252',)","('13', '240')","('120',)","('146',)","('5', '5')","('6', '33')","('5', '91')","('199',)","('255',)","('117',)","('146', '104')","('13', '102')","('102', '5')","('4',)","('33', '5')","('125', '91')","('125', '78')","('265', '3')","('175', '104')","('221', '221')","('43',)","('219',)","('102', '78')","('197',)","('102', '27')","('5', '192')","('5', '140')","('191',)","('265', '142')","('102', '13')","('13', '4')","('85', '195')","('78', '3')","('54', '54')","('175', '265')","('78', '195')","('4', '265')","('33', '192')","('266',)","('265', '168')","('78', '142')","('309',)","('142', '78')","('175', '119')","('180', '180')","('265', '146')","('6',)","('54',)","('3', '104')","('202',)","('78', '168')","('40',)","('54', '3')","('176',)","('205',)","('78', '146')","('180',)","('41',)","('125',)","('265', '43')","('38',)","('162', '162')","('142', '175')","('141',)","('3',)","('7',)","('201',)","('195',)","('5', '6')","('42',)","('142',)","('197', '192')","('6', '125')","('265',)","('122',)","('16',)","('102', '6')","('6', '195')","('168', '78')","('240', '78')","('6', '142')","('5', '3')","('12',)","('13', '265')","('240', '13')","('168', '102')"
3491,0,8,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,3,1,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1215,0,6,0,1,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,5,103,0,21,0,15,0,0,0,0,0,3,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,17,0,3,4,0,39,0,0,2,0,0,0,1,0,0,12,0,0,0,2,0,4,53,0,0,0,0,0,2,0,20,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,1,0,0,0,0,2,0,0,0,1,0,21,0,0,0,0,0,10,0,0,0,17,0,0,18,0,0,0,0,0,0,0,36,20,1,0,0,0,68,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,29,11,0,32,0,17,0,22,0,0,1,0,0,0,0,0,0,20,0,0,0,0
1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
763,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,23,0,0,2,2,0,0,6,0,0,11,0,0,2,2,5,0,9,4,17,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,5,1,0,0,0,0,0,8,1,1,0,0,0,0,0,0,1,1,1,0,0,0,5,0,0,0,5,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,25,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,1
4706,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,11,0,1,0,0,0,0,0,0,1,0,0,37,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,42,6,0,0,0,0,0,35,0,2,0,0,0,0,3,69,15,12,3,180,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,52,4,0,9,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1803,0,37,0,1,0,39,1,0,1,0,2,0,0,0,1,0,12,0,0,0,3,101,2,0,36,3,0,0,0,8,0,0,0,1,0,0,21,0,0,1,0,1,9,1,1,0,0,2,0,0,0,0,58,2,0,1,0,0,7,73,0,34,0,0,0,7,0,0,46,0,0,47,0,2,3,0,0,0,0,0,46,0,0,0,137,9,0,0,0,0,0,0,0,0,0,0,11,0,3,6,49,135,7,0,2,0,0,0,23,1,0,2,36,6,1,8,1,1,113,8,31,0,0,0,0,0,38,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,33,0,0,2,0,0,0,0,29,0,9,0,0,2,0,12,0,0,0,0,0,0,0,2,4,1,47,1,3,0,0,0,0,0,3,0,0,0,0,0,63,0,0,11,0,222,186,1,0,0,12,49,52,43,0,9,0,0,0,0,10,9,42,3,0,0,0,22,0,0,0,85,0,0,13,1,0,0,0,0,0,0,0,0,0,1,2,27,0,0,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,42,0,4,0,0,0,283,17,2,20,1,16,4,58,2,58,1,0,5,0,0,1,2,38,0,0,0,70
3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,6,0,0,2,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,89,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,0,6
1706,0,11,0,1,0,67,0,0,1,11,0,0,0,0,0,0,73,0,1,0,2,61,0,0,19,2,0,0,0,9,1,0,0,1,0,0,15,0,0,0,0,1,2,5,1,0,0,0,0,0,0,0,100,2,0,4,0,0,0,44,0,58,0,0,0,0,2,0,62,0,0,57,0,1,5,0,0,1,0,0,21,0,1,0,251,4,0,0,0,0,0,0,0,0,0,0,2,0,1,5,104,116,8,0,2,0,0,0,13,4,0,6,0,1,0,4,0,0,166,9,2,0,0,0,1,0,63,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,25,0,0,0,0,0,10,0,11,0,0,3,0,1,0,1,0,1,0,1,0,16,0,1,1,0,75,0,3,0,0,0,1,0,13,0,0,0,0,0,163,0,0,2,0,140,207,0,0,0,3,64,18,68,0,11,0,0,0,0,1,2,62,3,0,0,0,31,0,0,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,0,106,0,0,2,0,0,0,0,0,0,0,0,77,0,0,0,0,0,466,2,5,16,0,4,2,77,6,26,6,0,3,0,0,0,1,73,0,0,0,49
1129,2,8,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,6,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2755,0,5,0,1,0,16,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,12,0,64,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,85,3,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,45,3,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,11,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,15,2,0,0,0,1,1,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,25,0,0,66,0,0,0,19,1,0,1,0,3,1,0,0,0,14,0,0,0,0
4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,201,0,0,17,0,0,0,0,12,0,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,18,0,0,57,0,0,13,0,0,0,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,12,0,19,0,0,0,0,0,15,3,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,290,36,0,0,0,0,0,0,0,1,0,0,0,0,12,1,2,0,0,0,0,0,0,0,1,11,13,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,54,24,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,12,0,39,0,0,42,13,0,3,0,0,0,0,0,11
4387,18,10,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,1,0,0,6,0,27,3,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,1,0,0,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,6,11,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3790,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,14,0,0,4,1,0,0,0,61,15,0,129,1,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,268,0,0,0,2,0,0,0,0,0,0,26,0,0,33,0,0,0,1,0,0,0,0,0,0,12,0,16,0,73,0,0,0,0,0,0,0,0,0,45,0,0,0,0,3,2,107,0,0,20,0,0,0,64,0,0,359,0,0,0,1,0,10,63,61,4,0,0,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,158,0,132,0,75,0,1,0,0,0,234,0,0,31,39,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,490,0,0,0,0,0,145,3,0,0,0,43,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,59,45,0,0,0,0,1,0,1,2,102,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,1,94,0,0,0,63,0,145,0,0,0,0,0,66,0,14,0,0,0,16
439,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,4,0,1,0,0,0,0,5,0,1,19,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,25,0,0,2,2,0,0,10,3,0,0,0,0,0,0,0,0,7,0,0,0,0
5925,0,6,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,9,1,0,0,0,39,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22
681,0,1,0,4,0,6,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,67,0,0,31,0,0,0,6,0,0,0,0,0,1,0,0,0,34,0,0,0,0
1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,1,67,0,0,14,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,6,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155,0,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,14,0,54,0,0,0,0,250,0,0,0,0,0,0,104,0,20,0,0,0,0,0,0,0,23,0,0,16,0,0,0,17,87,3,0,0,1,2,1,0,52,23,0,2,0,0,0,0,0,0,0,0,1,367,0,0,0,0,0,133,0,0,51,0,0,0,0,5,0,0,0,0,20,0,0,0,0,5,0,0,0,44,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,228,0,0,0,1,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,589,0,0,67,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
4245,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,111,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0
